"Name,Type,Pattern/Algorithm/Sub-type,Level,CTCI Num,URL,Date tested,Days Since Practiced,Times practiced,Time,Space,Notes ,See Problems,
Minimum Stack,Hacking The Google Interview,Stack-A,,,http://courses.csail.mit.edu/iap/interview/materials.php,,n/a,0,,,,,
isSubstring?,Hacking The Google Interview,String-A,,,http://courses.csail.mit.edu/iap/interview/materials.php,,n/a,0,,,,,
Design a Poker Game,Hacking The Google Interview,System Design-B,,,http://courses.csail.mit.edu/iap/interview/materials.php,,n/a,0,,,,,
Leader Election,Hacking The Google Interview,System Design-B,,,http://courses.csail.mit.edu/iap/interview/materials.php,,n/a,0,,,,,
Instant Messaging,Hacking The Google Interview,System Design-B,,,http://courses.csail.mit.edu/iap/interview/materials.php,,n/a,0,,,,,
Hash Table,Hacking The Google Interview,A,,,http://courses.csail.mit.edu/iap/interview/materials.php,,n/a,0,,,,,
Coin Flipping and Die Rolls,Hacking The Google Interview,A,,,http://courses.csail.mit.edu/iap/interview/materials.php,,n/a,0,,,,,
Target Sum,Hacking The Google Interview,A,,,http://courses.csail.mit.edu/iap/interview/materials.php,,n/a,0,,,,,
Debugging,Hacking The Google Interview,A,,,http://courses.csail.mit.edu/iap/interview/materials.php,,n/a,0,,,,,
Linked List Palindrome,Linked List,Palindrome,Easy,2.6,https://leetcode.com/problems/palindrome-linked-list/,12/30/2022,17,1,O(N),O(1),For the constant space solution reverse second half of linked list. iterate from start and end to middle checking node equality,,
Swap List Nodes,Linked List,Dummy node,Medium,,,12/30/2022,17,1,O(N),O(1),"hunt for a and b within the linked list. use four state vars: currA, currB, parentA, parentB. ",,
Intersection of Two Linked Lists,Linked List,,Easy,2.7,https://leetcode.com/problems/intersection-of-two-linked-lists/,12/19/2022,28,1,O(N),O(N),"if aLength is greater than bLength, calculate difference and iterate from that difference away from the 0th position. ",,
Print Forward,Linked List,recursion/while loop,Easy,,,12/18/2022,29,1,O(N),O(N),"init current var as the head. while current is not null, log out current.value. ",,
Print Backward,Linked List,recursion,Easy,,,12/25/2022,22,1,O(N),O(N),"init helper function traverse. within the traverse helper method, recursively call traverse on current.next. inside helper method log current.value. Base case occurs when current is null. ",,
Reverse Linked List,Linked List,Dummy node,Easy,,https://leetcode.com/problems/reverse-linked-list/,12/27/2022,20,1,O(N),O(1),"init prev, current, and ref vars. set prev to dummy node. Traverse the list, setting the next pointer to the prev, then moving the three state vars over one position. ",,
Merge K Sorted Lists,Linked List,Merge sort/divide and conquer,Hard,,https://leetcode.com/problems/merge-k-sorted-lists/,01/01/2023,15,1,O(k*N(log(N)),O(1),"initialize the null node and set root to the null node. the helper method has both of these vars in scope. while the two list inputs to the helper function are not null if the list1.value is smaller than the list2.value append list1 via node.next and move the list1 pointer to list1.next, else, append list2 to node.next and move the list2 pointer to list2.next. use node = node.next to iterate over both helper method inputs. If one of the lists is null, append the rest of the other list as the node.next property. Set root to the 0th element of the lists input. Iterate over the lists input, setting root to the result of the helper method when the helper method has taken in root and lists[x]. After each loop the root will continue to update. ",,
Parens,Linked List,Stack,Easy,,https://leetcode.com/problems/valid-parentheses/,12/31/2022,16,1,O(N),O(1),"iterate over input string. if the symbol is an open paren, (,[, or {, then push the symbol to the stack. If the symbol is ), ], or }, and the stack length is not zero, and the element at stack[stack.length - 1] equals the corresponding open paren -- ( and ), [ and ], { and } -- then pop the last symbol from the stack. Return stack.length === 0. ",,
Remove Nth Node From End of List,Linked List,Dummy node,Medium,,https://leetcode.com/problems/remove-nth-node-from-end-of-list/,01/01/2023,15,1,O(N),O(1),"This function takes in a node and an integer n as its parameters. It performs the following steps: It creates a dummy node called dummy, which serves as a placeholder and it sets its next property to the input node. It initializes a variable length to 0, and another variable current to the input node. It enters a while loop that iterates as long as current is truthy, and in each iteration it increments length and sets current to the next property of the current current node. The while loop ends when current becomes falsy, which means all the next properties of the node is null, thus has been reached the end of linked list. if length is 1, the function sets the next property of dummy to null. it sets current to the input node again and calculates target as length - n. The function then enters a for loop that iterates from 0 to target and in each iteration, it checks if x is equal to target - 1. If it is, it sets the next property of the current current's next property to the next property of the current current's next property. Regardless of the if statement it sets current to the current's next property. Finally the function returns dummy.next which is the input node with the nth node from the end of the linked list removed. This function is removing the nth node from the end of a singly linked list, it does so by first calculating the length of the linked list using a while loop, then using another loop to iterate over the list and stopping at the node that is n nodes away from the end.",,
Serialize array into a linked list,Linked List,Arrays,Easy,,,12/25/2022,22,1,O(N),O(N),set value to the 0th array element. Init a class node with that value called root. Set a current var to the root node. Then iterate over the array. set each array value as the value of a node. Then set current.next to the newNode to point the list at the new node. Return the root.,,
Linked List Has A Cycle With Hash,Linked List,Freq. Count / hash tracking visits,Easy,2.8,https://leetcode.com/problems/linked-list-cycle/,12/18/2022,29,1,O(N),O(N),This solution compares nodes by value however the function passes all of the test cases on leetcode. Function uses frequency hash.,,
Linked List Has A Cycle,Linked List,Fast/slow pointers,Easy,2.8,https://leetcode.com/problems/linked-list-cycle/,1/2/2023,14,1,O(N),O(N),use a pointer which moves fast.next.next at each loop iteration and a slow pointer which moves at slow.next at each loop. return true if fast === true. ,,
Random Node Value,Linked List,,Medium,,https://leetcode.com/problems/linked-list-random-node/,12/18/2022,29,1,O(N),O(1),"use target = Math.floor(Math.random * length) to store random number between 0 and length. iterate over linked list until reaching the target. return target.value. To demonstrate randomness, store the results in a cache. The ele is the key, the number of occurrences is the value. Use a for loop to call the randomNodeValue() function. return the cache. ",,
Linked List Class Constructor,Linked List,Linked Link Class Methods,Easy,,,1/11/2023,5,1,O(1),O(1),"Call the constructor function with no input params. Set the three linked list class properties as the head, the tail, and the length.",,
Append,Linked List,Linked Link Class Methods,Easy,,,12/31/2022,16,1,O(1),O(1),"Call the insert method, with value and length as params to insert a node at the list's tail.",,
Insert,Linked List,Linked Link Class Methods,Easy,,,12/31/2022,16,1,O(N),O(1),"Create list node object. Change the head, tail, or both pointers depending on whether the link list's length is 0, if the insertion location is 0, if the insertion location is equal to the list's length, or if the insertion location is somewhere else. Change head and tail pointers when first or last node element is changing. ",,
Delete,Linked List,Linked Link Class Methods,Easy,,,12/31/2022,16,1,O(N),O(1),"This function is a method of a singly linked list data structure, it takes an index as an input and deletes the corresponding node from the list. The function first checks whether the index is within the range of the list's length, if not it return nothing. If the list's length is one, it sets the head and tail pointers to null. If the index is zero, it sets the head pointer to the next node. Otherwise, it uses a for loop to iterate over the list until the node before the one to be deleted is reached, then it ""deletes"" the node by removing the pointer at that node by making the pointer of the previous node to the next node of the node to be deleted. If the index of the element to be deleted is the last element of the list, it sets the tail pointer to the previous node. The function then decrement the length of the list by one.",,
Contains,Linked List,Linked Link Class Methods,Easy,,,12/31/2022,16,1,O(N),O(1),"This function takes a value as an input. Then, it sets a current var to point at the list's head. This is the variable used to iterate over the list in the while statement. While the current var is not null, return true if the current node's value equals the input value. If not, set current to current.next. If the whole list was looped over and there value was not discovered return false. ",,
List Node Class Constructor,Linked List,Singly Linked List Node Class,Easy,,,12/31/2022,16,1,O(1),O(1),Singly linked list nodes have value and next properties. Doubly linked list nodes have previous and next properties.,,
Linked List Remove From Tail ,Linked List,Stacks,,,,,,,O(N),O(1),"The method, named 'removeFromTail', removes the last node (also known as the 'tail') of the linked list, and returns the removed node. It first checks if the linked list is already empty and returns nothing in this case. If the length is 1, it remove the only head, tail and decrease the length of list by 1. If the length is greater than 1, it iterates through the list to find the second-to-last node, updates the tail reference to point to this node, and then sets the next reference of this node to null, thus removing the last node from the list. Lastly, it decrease the length of list by 1. The method will return the removed node in all of these cases.",,
Linked List Add To Tail,Linked List,Stacks,,,,,,,O(1),O(1),The addToTail(value) method instantiates a list node and attaches the node to the linked list. The linked list's length property increments. List currently has zero nodes? => head and tail property update. List currently has 1 node? => head.next and tail property change. List has more than one node? tail.next and tail property change.,,
Stack Class Constructor,Linked List,Stacks,Easy,,,12/31/2022,16,1,O(1),O(1),"The stack class's constructor function does not have input params, instead it instantiates this.linkedList as a new Singly Linked List(). ",,
Stack Class Push,Linked List,Stacks,,,,,,,O(1),O(1),"The push(value) method takes in a value and calls the linked list's add to tail method, passing in the value.",,
Stack Class Pop,Linked List,Stacks,,,,,,,O(N),O(1),The pop method has no inputs. The pop method calls the linked list's removeFromTail() and returns the popped node.,,
Merge Two Sorted Lists,Linked List,Dummy node ,Easy,,https://leetcode.com/problems/merge-two-sorted-lists/,01/01/2023,15,1,O(N),O(1),"This function takes in two parameters, list1 and list2, which are assumed to be singly linked lists that are already sorted in ascending order. It performs the following steps: It creates a dummy node called dummy and initializes a variable called tail to this node. It enters a while loop that iterates as long as both list1 and list2 are truthy. In each iteration, it compares the value of the list1 and list2 head, if the value of the list1 is less than or equal to the value of list2 it sets the next property of the tail node to the list1 head and move list1 head to its next node, otherwise it sets the next property of the tail node to the list2 head and move list2 head to its next node. It updates the tail node with the current tail's next property. If the first list is empty and the second is not, it sets the tail's next property to list2.If the second list is empty and the first is not, it sets the tail's next property to list1. Finally, the function returns the dummy.next which is the merged and sorted linked list. This function is merging two already sorted linked lists into a new sorted linked list. It does so by iterating over both linked lists and comparing their current nodes values and appending the smaller of the two to the result. It makes use of dummy head and tail pointers to keep track of the merging. It's a simple O(n) solution where n is the total number of nodes in both lists.",,
Skiplist Add,Linked List,Skiplist Class,Hard,,,01/02/2023,,,O(N),O(1),"This function adds a new node to a skip list data structure. It starts by initializing an array called 'update' with the same length as the current level of the skip list and all its elements set to null. Then it creates a variable called 'current' that points to the head of the skip list. The function loops through all the levels of the skip list, starting from the highest level, and for each level, it loops through all the nodes in that level and keeps moving forward until it finds a node with a key that is greater than or equal to the key being inserted. At each iteration of the inner loop, it assigns the current node to the corresponding position in the 'update' array. After the outer loop completes, the 'current' variable now points to the node which has the key either equal or immediately greater than the key being inserted. The function then checks if the key of the current node matches the key being inserted, if it does, it updates the value of the current node with the new value and returns. If the key is not found, it generates a random level using the randomLevel function and if the random level generated is greater than the current level of the skip list, it updates the 'update' array with the head node for all the levels greater than the current level and updates the current level of the skip list with the new level. Finally, it creates a new node using the SkipListNode class, and for each level, it updates the forward pointer of the corresponding node in the 'update' array to point to the new node and the forward pointer of the new node to point to the next node.",,
Skiplist Search,Linked List,Skiplist Class,Hard,,,01/02/2023,,,O(N),O(1),"This function searches for a node with a specific key in a skip list data structure. It starts by initializing a variable called 'current' that points to the head of the skip list. Then it loops through all the levels of the skip list, starting from the highest level, and for each level, it loops through all the nodes in that level and keeps moving forward until it finds a node with a key that is greater than or equal to the key being searched for. After the outer loop completes, the 'current' variable now points to the node which has the key either equal or immediately greater than the key being searched for. The function then checks if the key of the current node matches the key being searched for, if it does, it returns true, otherwise, it returns false.",,
Skiplist Delete,Linked List,Skiplist Class,Hard,,,01/02/2023,,,O(N),O(1),"This function deletes a node with a specific key from a skip list data structure. It starts by initializing an array called 'update' with the same length as the current level of the skip list, and all its elements are set to null. Then it creates a variable called 'current' that points to the head of the skip list. The function loops through all the levels of the skip list, starting from the highest level, and for each level, it loops through all the nodes in that level and keeps moving forward until it finds a node with a key that is greater than or equal to the key to be deleted. At each iteration of the inner loop, it assigns the current node to the corresponding position in the 'update' array. After the outer loop completes, the 'current' variable now points to the node to be deleted. The function then checks if the key of the current node matches the key to be deleted, if it does, it loops through all the levels again, and for each level, it checks if the forward pointer of the corresponding node in the 'update' array points to the current node, if it does, it sets it to the forward pointer of the current node. After that, the function decreases the level of the skip list by one until it reaches 0 or the head's forward pointer of that level is not null. Finally, it returns true if the node with the given key was found and deleted, otherwise, it returns false.",,
Skiplist Random Level,Linked List,Skiplist Class,Hard,,,01/02/2023,,,O(1),O(1),"This function generates a random level between 0 and a constant 'MAX_LEVEL'. It starts by initializing the level to 0 and then increments it while a random number generated is less than 0.5. Finally, it returns the minimum of the generated level and MAX_LEVEL as the final level.",,
Skiplist Constructor,Linked List,Skiplist Class,Hard,,https://leetcode.com/problems/design-skiplist/,01/02/2023,14,0,O(1),O(1),"This is a class definition for a SkipListNode, which has properties 'key', 'value', and 'forward', which is an array. In the constructor, it sets the key and value to either the provided value or null if no value is provided. It also creates an array of 'level + 1' length, filled with null values, and assigns it to the 'forward' property.",,
